compression_parsed_files,1.0
compression_parsed_lines,1.0
compression_vertices_ante_computation,1.0
compression_vertices_post_computation,1.0
computation_collect_ops,120148
computation_phase_seconds_1,0.100193174
computation_phase_seconds_2,0.298500845
computation_phase_seconds_3,0.100824478
computation_seconds,0.499585427
computation_signal_ops,97144
git_clone_seconds,1.592231291
git_file_count,150
git_metadata_seconds,0.016277122
git_revision_count,1
git_url,git://github.com/openai/baselines.git
graph_edge_count,47406
graph_vertex_count,23853
parse_all_seconds,3.168414509
parse_chars,630042
parse_filter_ratio,0.22449424155175027
parse_lines,16517
parse_nodes_added,23703
parse_nodes_ignored,81881
persist_seconds,0.029771905
range_count_ante_computation,23853
range_count_post_computation,23853
range_count_uncompressed_ante_computation,23853
range_count_uncompressed_post_computation,23853
represented_files,150
represented_lines,16517
vertex_count_ante_computation,23853
vertex_count_post_computation,23853
